review,label
"Meh.. just meh. When I finally get the correct order, it is generally tasty. I'm a picky eater, and have found ways to navigate the menu to get items I like. Worked in the service industry for years as a server, bartender, and trainer. Taking and fulfilling orders is NOT hard, tedious at times though. I only go here when I see they are not busy, in hope that my order is correct when I go to leave. In the 10 times that I have been here in the past past year, I have only had 1 order that was perfectly correct. Just ONE, not an exaggeration. That one order was just 2 large fries and nothing else. Though I will mention that when I got home and pulled them out of the bag, they were hardly what you'd call filled, (nor did I enjoy any on the 3 minute drive home) so little so that I even sent a picture and post to McDonald's on Facebook, at least the few were hot. The evening staff is very pleasant, but the morning staff leaves a lot to be desired, as well as thinking that they can talk negatively about people in Spanish out in the open which, being a light skinned Puerto Rican, I understand perfectly. I have submitted several complaints and NEVER received a call or email back. I just don't go here anymore to avoid the stress of paying money for something that is most likely wrong.",0
Just needed caffeine. The staff at the drive thru just shoved the drink in my hands. Not very professional.,0
"This is consistently the worst meal you will pay for. Microwaved nuggets, cold fries and a 30 minute wait. What more can you ask for? Dont go here ever! Your better off going hungry or giving the meal you payed for to the homeless by the donation box behind the drive thru.",0
McDonald is proud to own the most broken ice cream machines on the planet. When I asked at the drive through if they had ice cream the lady replied a,0
Yet another McDonald's with horrible service and lazy employees. I mean c'mon do they intentionally hire unqualified people???,0
"This location is wack.
They will literally stop taking orders and make people sit in the parking lot for like 12 minutes until 3:00 a.m. so that they don't get to order dinner food anymore.
We have gone multiple times right after leaving the pinballz arcade just to sit in the parking lot in the Drive-Thru line waiting while they do nothing but wait for the order menu to change over.
Look McDonald's if I wanted a breakfast deluxe I wouldn't have shown up at 2:30 in the morning thank you.",0
They did not honor there advertised price. This is extra pickles.,0
"Just spent 10 minutes waiting at this McDonald's . According to Google they're open 24/7. Finally we pull up to the window to see if anyone was there, sure enough one employee seated in the lobby and another at the window. She told me they were closed. Whoever these two are they need to be replaced. Get it together McDonald's. You're a corporate power house and you have a reputation to keep. One of the most unprofessional experiences I've ever had with fast food. 0/10 would not recomend this location.",0
We hit it off pretty good in the beginning everything was great but that didn last long. I mean the service is fast but with attitude an,0
"This location is a horrible store to work for. The General Manger Omar Delgado  doesn know how to run a store efficiently. The Supervisor, Eduardo doesn care how it ran either.  As someone who used to work here at the Manger ",0
This is 3rd time I got this ,0
"Went through the drive through ordered a large fry and two chicken deluxe sandwiches
Got to the pay window and the read it back as two spicey chicken sandwiches
I restated that I wanted the deluxe crispy chicken sandwich
They said they would fix it after having to pay a second time for the lettuce and tomato?then when I got the order it was still a spicey chicken sandwich INSIDE a deluxe crispy chicken b",0
If you didn take 15 minutes to take a few orders I폻 be able to order off your normal menu instead of the disgusting br,0
"This is the WORST McDonald's EVER, I don't come here often because when I do my order is wrong EVERY TIME.  Today 2/25/22 1130am 1 the drive thru person could barely hear me and I was almost yelling 2 I get to the next window after paying and I'm asked what did you order?? I tell them at the end of me repeating my order I now have your entire staff looking CONFUSED AS HELL like I just dropped outta the sky now I'm being asked did I pay? Are you sure you ordered at the speaker? Now all of ya'll wear head sets except for the cooks the worst leadership I've ever seen",0
The drinks were watered down and the employee was downright rude when asked to replace the drinks.!!,0
"I ordered a Large fry buy after arriving to my destination I saw they did not fill the carton up.  They gave me a small portion for what I paid for.  This is not right and management needs to correct this.  Stealing from customers is plain wrong.  When ordering a large, they expect to get what should come in a large.  I noticed after my bad experience that your reviews are low.  In order order to create a good business, giving people an exceptional experience should be your goal not the opposite.",0
Will not answer my call. Messed up my order 4times in and hour!,0
Slow always have wait for my food and have to go back in to get it fixed.  No one ever iles or has a none fake smile. No welcome to McDonald's or have a great day especially in drive through . And if you do say something's wrong you get a major attitude especially from the shift manager guy tall black guy .  ( Sorry don't know his name ),0
Horrible service worker with a stank attitude for no reason working at the window mute with an attitude mad because she is miserable at work . They mess up the order and then don answer the phone it ridiculous. Found a long hair in my daughters happy meal fries and then the extra fry was missing from her meal and t,0
"Normally this location does pretty good, but last night was absolutely ridiculous. I sat in the drive thru for almost an hour waiting to get my order taken, the line was wrapped almost TWICE around the building, and finally I gave up and tried driving up to the window to give them my order since i was next in line. When i got to the window, they told me they couldn't take it and I'd have to go back around. I told them I'd like to put in my order here since I've been waiting all this time, and they proceeded to still refuse and that it's my fault for waiting in the second lane that they claimed was closed and had a sign out. The second lane was open, and the ""sign"" they were talking about was a wet floor sign they had placed right next to the drive-thru menu. I told them the lane looked open from our side and they still proceeded to argue with me, and then slammed the drive thru window shut. I've never received such deplorable customer service in my life, and if any managers are reading this, I highly suggest firing the two workers from last night.",0
I went to this location tonight to see if they could give me the Oreo Mcflurry that a different McDonald had forgotten earlier they completely refused. Unbelievable.. It ice cream,0
"Rude customer service, unprofessional attitude, overcooked food, no complimentary items for screwing up our orders. I don't understand how you can keep your job when there is so many negative reviews. I vow to never eat here again. I would rather eat a cold can of baked beans...",0
"Representative was very rude and disrespectful,  refused fulfilling my order and simply hung up on me on the drive through window... never was I so disappointed at that location before. Manager pretended like nothing even happened.",0
I went to pick up food from the restaurant at late night through drive through. I was told to wait near the door and I will be getting the order but even after waiting 15 minutes no one came with the food. Orders are already assigned and even after coming through drive through it takes more than half an hour to get it which is not good. Lots of people behind me got the food but no one cared about the driver who is already waiting from long time. Thank you,0
"The manager IS RUDE at 13749 183 research Blvd.in north Austin TX. HAD TO GO BACK INTO THE  DINER  3 TIMES AND THE 3RD TIME THE MANAGER DIDNT EVEN ACKOWLEDGE WE WERE EVEN THERE.. DISCRIPTION OF SAID MANAGER SPANISH ABOUT 5 FT TALL AND HAD LONG BLONDOISH HAIR PULLED BACK INTO A PONY TAIL. READ PREVIOUS REVIEWS AND THRY WERE NOT GOOD
NEED TO CHECK OUT WHAT IS GOING ON .",0
Never would come back here again my mother was asking for a coke and the lady became rude and said to her coworker in Spanish omg this fat women it hurt me that she said that and we know what she said so teach your employees how to speck properly in front of people,0
"I placed an order... the young lady at the drive thru kept having issues getting the order correctly... I paid for my order... went to the second window.. was given a huge bag that almost broke through with stuff... I pulled up just a little bit to check my order:  noticed I was missing an item, fries, so I pulled around to let the lady at the first window know I퐉 missing something... she just dismissed me to the 2nd window... and the 2 ladies at the second window weren the best either.  When I stated I drove back around because I was missing my fries.. I didn realize my receipt was in the bag to confirm my order.. found it and gave it to one of the ladies... the second lady, I퐉 guessing to be heard due to my inconvenience of my order not being correct, for her to take ownership for what possibly could of went wrong and show some compassion instead of being kind of prude ... after I received the fries the manager dismissed me with a condescending ",0
They get an extra Star because their staff 8 of 10 have been polite. Drive through has issues. They constantly get order wrong. Ask you to pull forward to fix and leave you hanging. I have had to go in twice to see why I am still sitting after five minutes. They are new. I understand training new people. But when you place an order and they repeat it back correctly and it comes out wrong or you have to repeat 3 times to make sure they get it right. Someone inside needs to make sure they are reading the whole ticket. Not just a quarter pounder. Especially with the multi menu choice of adding bacon or lettuce and tomatoes. Their tea as of late has tasted like dish soap and their fountain drinks have a funky taste to them. Numerous times their fries have been under cooked.,0
"McDonald's is usually pretty bad about inventory shorts especially.
The BBQ sauce, it's just a conspiracy but if you ever been a lover of Mcys Nuggets then you know they tend to ""Forget"" the BBQ sauce. Any other sauce and it's in there. But overall I dont see my self going back anytime soon.",0
"So Uber eats was having connectivity issues and pushed an order through to this location that was supposed to be cancelled. I know this isnt McDonald's fault, but when I called McDonalds to try and address the issue, they answered and then ignored me and must have left their phone off the hook because any attempt to call them after this got me only dial tone. I know places are short staffed, but you cant just ignore people.",0
"If I paid for a large-sized meal, and I asked for both a large fry and a large drink, please don't argue with me that the ticket says medium drink. Thank you so much from a single parent who just wanted to spend a little bit of money on unhealthy food for wasting my hard-earned money.",0
Customer  service  is no good the staff  play games  as if I'm there to pay my money  to see them horsing around. And the the management  are a jock don't answer  the phone . to night is September 29 2021 at 10:30pm my next  visit to Austin will not be to a McDonald's...,0
"waited in the drive through for over half an hour, all i got for my trouble was a ""sorry for the wait"" not even an explanation. When I got to the second window there were at least a dozen sodas just sitting on the counter. It's not the first time I've had bad service. I once pulled up and they just said we're not serving right now even though it was smack dab in the middle of the day hours.",0
"When you specifically say, 퐌lain AND dry?and then just to make sure they understood (cuz let face it, it MacDonalds) you add - o nothing but the meat and buns? Then you get home, open the bag, and immediately see the cheese through the hamburger wrapper.... I mean for cryin",0
"Buyer beware. Yeah it fast food and cheap. However, if you love to be consistently let down, this particular location is the place to frequent. This location loves to give you incorrect items and 100% of the time your order will be missing something.

Please be sure to check your order prior to leaving the premises. Do note that it takes forever to get them to correct their mistakes, so do take into consideration that the rest of your food will be cold and soggy by the time",0
2:42 AM on a Saturday and they just straight up stopped answering the drive through. They just sitting in there chilling,0
"Awful experience. Drive thru attendants are rude, untrained, and unprofessional. When asked for a manager the attendants lie and say that there isn't one on duty, FYI impossible for every shift not to have a manager. One specific attendant screamed and cursed at me, to which led me to contact corporate.",0
I ordered 4 happy meals with plain cheeseburgers. All the burgers were wrong. Do you know what it like to have four grandkids that can,0
McDonalds is NOT a fast food company anymore. They're just a food company now. Always a line wrapped around the building that never moves. When are robots going to replace the kitchen staff who hate their jobs?,0
This McDonalds CONSTANTLY gets orders wrong. We have ordered at the window and over uber and EVERY SINGLE TIME we dont get a complete order. Today we went back to get our fry we had 3 chicken sandwiches and 2 fry not complicated at all. The manager gave us a new one but the girl at the oick up window shoved the bag in ny hands and when I tha ked her she made a rude face and turned away.,0
"Night time drive through team seem really unprofessional. I ordered a meal with an extra fry, but when I got to the food window, was only given the fry with the meal. I mentioned the extra fry and was told I only paid for 1 fry. I offered to pay the difference for the extra fry, but was told I needed to drive back around and order again. Seriously? That's the response? Will not be returning.",0
"This is the 3rd time in a row that we퐒e been burned going through the drive threw. Each time they have messed up our order and you폻 think by now that I would have learned my lesson, but I thought this would be quick and easy. NOPE! This location sucks. I tried calling the number in the receipt but no one answers. I know I can",0
"Worst experience! All I asked for was a regular size coffee.I get to the window and was handed a small , I asked the woman if that was a regular to which she rudely said yes I questioned her again two more times then I asked her how many sizes of coffee they had she said small medium and large I asked her which one was the one I was holding and she said it's a small that's what we charged you for she said, and I told her I asked for a regular which would be a medium but I just drove off. Also asked for 3 splendas and 4 creamers on the side and received 3 regular sugars and 2 creamers. To top it off, coffee was full of coffee grounds to the point I was spitting them out. And as a little plus there was a piece of plastic! Never again!",0
"Attempted to go through the drive thru at 430 am. It said it was 24 hour, however no one seemed to be taking orders and I drove around twice just in case and tried again but still no answer. I saw one employee in the kitchen but couldn't get his attention.   Very bad business. If closed or delayed in opening then at least a sign that indicates that would have been nice.",0
"My burger was completely raw in the middle and when I took the burger back in to get it remade the lady behind the counter treated me like I was some stuck up brat for not wanting to eat a raw burger.
If I had the ability to give them a zero star rating I would. I WILL NEVER EAT HERE AGAIN!!!",0
"If I could give negative stars I would. This location is the absolute worst ever.  Every single time I go they f up my order! Then give attitude when they need to correct their mistakes.  I Try to give the benefit of the doubt everyone has off/bad days so I return thinking this time will be different, but it never is. They always suck. The staff is horrible. Corporate needs to send all their staff over to a week of training at chic-fil-A college to learn about work ethic, time management ,teamwork and basic manors.
I am baffled how chic-fil-a can have 30 cars in drive thru and get my order right the first time and under 5 mins. But at McDonald there could be 3 cars and it still takes 30 mins and 3+ tries to get my order right! makes no logical sense.
Moral of rant save your time and money and drive around the corner to chic-fil-a they got your",0
"When ordering food the employees conveniently forgot to turn off their microphones and were talking mess about all the food we had ordered, this is very unprofessional and honestly uncalled for. When I asked for a receipt they said it was in the bad and it was convenient not in there. I퐒e trying to get ahold of management to speak ab",0
"I don usually review places but this location has ridiculously rude service and consistently gets the orders wrong. Even when not busy. If I were rude, I",0
"Horrible customer service always gets my order wrong. They were out of French fries so I said that's fine I can wait while you make more. ""We can't do that"" seriously what kind of fast food place can't make fries? It only takes two minutes and 15 to heat up even the worst fryer. Which I would have waited for. Is this not the money making industry?

My business is now sitting at Whataburger who also doesn't have fries ready but said I could have some fresh in two minutes.",0
The most horrible service yet.  Drive thru can't get a dam thing right at all has no interest in his voice. I have to continue to repeat myself for you to still get it wrong. Then when I went through drive threw they still can't follow directions. So sad.,0
"I hate the new self ordering touchscreens. It can be hard to order even the simplest items.  Staff seemed preoccupied, did not even get my order correct. I had to ask for my parfait. Sweet tea was empty.",0
"Nothing! Staff was rude. No napkins out, tables were dirty. My son and I went in at 1050 to get lunch before a movie knowing lunch starts at 1030. They apparently don't serve lunch until 11. When I asked why she said because people like late breakfast on weekends. Why that affects lunch I don't know. According to the sign, breakfast is served all day. Had I read the reviews first I would have gone to the one across the highway.",0
"Your general fast food place with subpar service. Went here one morning to get a quick breakfast because we had no time for our usual Saturday morning spot. We ordered several different breakfast items and at the end my wife went to order a single order of three pancakes and sausage breakfast for one of the kids. At checkout it seemed expensive at first, the cashier never repeated the order back to us. When we received our order, we figured out why. She put us down for three total three pancakes and sausage breakfasts. When my wife brought it up the girl behind the register just said ""oops, sorry"" and walked away, no offer to fix it or give a refund. Great job.",0
Let just say this place would be a lot better if they had a different crew member. There is a orange red hair lady names Veronica who does the window mostly and she ALWAYS has a attitude. If you don want to work at McDonalds then gone because their are people who take customer service ,0
"I didn't used to mind this McD's.  I was happy there was an option for 24-hr food in case I wanted something on the way home from a night out with friends or just late-night munchies.  During the day, it's a pretty average McD's.  But they lost my business forever when I went by one night at 1am, pulled up to the order box, waited for five minutes, then finally someone came over the speaker and said ""Sorry we're closed"".

Closed?!  It's 24-hrs!  And I get it, sometimes 24-hr places will close one night every several months to do a deep cleaning.  I get that, I really do.  But they ALWAYS post signs and notices so you're not blind-sided by it.  Not this place.  I really don't think they were closed.  I think the workers were too lazy to do their job and decided to shut the store down so they could get paid to do nothing.

Additionally, this store has a bad habit of having a ""broken"" ice cream machine past 10pm.  It's always ""sorry, ice cream machine is broken"" if you come in after the lobby closes.

The worst part is I complained on the website.  I submitted a complaint for this store, pointing out the 24-hr and the ice cream issue.  All I got back (weeks later) was ""oh, sorry the ice cream machine was broken, we're working to upgrade all our locations but it takes time""  Not even a single MENTION of the ""closed"" 24-hr location.

As I said, it's a pretty standard McD's... which is synonymous with lazy, but this one takes the cake on it.",0
Very stringent on providing Ketchup. Last 3-5 visits I퐒e been given only 1,0
They tried to charge me for a piece of egg when I asked for a bacon egg and cheese McGriddle through the drive thru. I went inside and the manager tried to charge me when her employee never confirmed my order. All I said was sub bacon instead of the sausage and somehow the egg got taken off? I don,0
We went through the drive-through and ordered 2 bacon-cheese burgers and 2 big Mac's and we asked for them to leave the middle part (the bread in the center). We got the bacon-cheese burgers and they were fine. But the big Mac's not only still had the bread in the center but had another piece of bread on the bottom with mac-sause on them. So instead of 2 pieces of meat and 2 pieces of bread I ended with 2 pieces of meat and 4 pieces of bread. I was not amused when I got home. You can bet that I will NOT EVER stop there again.,0
I was very surprised to have come to this McDonalds while working this side of town .. Coffee was like drinking a cup of  hot water.. wow McDonalds has been known for its coffee. Not this one. Get a water instead.,0
Terrible service didn even hand me my change would rather ,0
"Always busy, sort of slow (but not too slow). Dangerous intersection, when leaving the drive thru. The food the couple of times I have been here seemed old or dry, it wasn't bad, just not very good.",0
All that I had ordered was two McDoubles and large soda. Both burgers were not just pink but Red in the center. Was the last time I have even TRIED eating fast food altogether.,0
"I am very dissatisfied with the service at this location. I asked for a #1 which is a big Mac instead they charged me for a quarter pounder. My son ordered a cheeseburger happy meal , he wanted the burger with mustard, onions, and pickles. My son was so upset and he refused to eat his food . The burger that I got slopply made and the meat was half way hanging out of the burger and it was so bad that it was almost dry. My little boy was so upset that he doesn't want to here any more. From a very mad Mommy and a hurt little boy",0
"Id only eat from here if there is no other option. Its on a good location since its kinda on my way from work to home. I finish work at 12am so i have literally no other option cause i am exhausted and not willing to drive further. Burgers are dry, patties are old, i got 4 nuggets instead of 6. In short, dont waste your money cook yourself at home.",0
"I work late nights so I come here after my shift which is well after midnight. It rare I have a good experience when the overnight staff is running the show. Missing items, the quality of the food is just not good, clearly it been sitting there for a while, and it just seems like they have difficulty getting my order. I get that it",0
"I found  pieces of hair in my food. I also had to  Pay for pancake syrup and ranch and when I open the bag they were already open and leaking into my bag.  When I called to make a complaint the manager   Did not answer it took 7 calls back-to-back an he was incredibly rude!  He told me that everyone there has passed their certification and if I don't like it I can go to the health department.  I have made a complaint with the  Texas health department. Floors are disgusting, bathrooms are disgusting!  This is the worst McDonald's I have ever been to in my life and I have traveled all over this country.",0
One star because everytime I go early in the morning this lady is always so rude. Granted I know its early but if u can't handle being up this early then maybe you should consider getting a different job. It's not okay to be rude.,0
Asked me to wait at spot one. Asked for jelly and was completely ignored. Had to go inside to get it myself. Trash customer service. I blame management for not holding anyone accountable.,0
seriously I had asked specifically no onion on both of my steak bagels meals when I got to my house they both had onions. and I had asked for picante sauce and they didn't even put sauce  packets in my bag. it just sucks getting home and not being able to eat what you expected.,0
"The personal are really nice but everytime I go there, they almost mess my order. Sometimes I pay extra for my extra toppings and They forgot to add the topings  they made it just plain. And like in the bacon mcd double I always order  that one for my daughter with only mayo en they add mac sause and she is allergic to onions. And there is always something missing in my order. ",0
"The inside smells like baby diapers. When you ask for extra sweet and sour sauce they give you a dirty look like it is such a hassle. The ice cream machine is always broken, and the food always looks like it was put together so carelessly. Guess you can't expect much from a McDonald's anyways.",0
They are always rude and get mad when they mess your order up I've never been to such a bad service place,0
One of the worst places I퐒e ever been to. Messed up almost every single item I ordered. Phone lines don,0
"Seriously, what is the deal with not being able to brew fresh sweet tea? It's sad that you have to check your drinks before you leave the drive thru. It seems as if 3 time a week we get bad tea from this location. It's not like we can just leave work to go get a new one either. We send my hubby on a drink run in the morning and he constantly forgets to take the ""taste test"" before he leaves, but he should not have to!",0
"So bad they had to re-engineer their quarter pounder! It was great, then they went cheapo, now they added some extra fat to the mix. They take their fortune for granted. It's really sad. Great fries though, if you don't get a bag of soggy burnt tip one inchers! I've learned to distrust the compnay.",0
"night crew will 100% get your order wrong, just eat sleep for dinner and wait for day crew to treat you right.",0
I had a 5 star before. But his time i bougght a southwest saldad with crispy chicken and when i reached home there was no chicken at all in my salad. Tried to call back and no one answer the phone,0
Back to no breakfast all day. Breakfast is the only thing edible at this place.,0
"13749 UsHy183
Terrible drive way service . Our order all wrong .Missing 1 sandwich .They tried to give us 5 large coffee for 2 people .Over charge us . ???",0
Dave giving me the wrong Burger two times in a row now sometimes I work till 1:00 in the morning and all I want to do is eat something so I can go home and go to sleep the sheer unnecessaryness of McDonald's saying what else what else what else is annoyingmultiple enough but to get my burger wrong times,0
"Went thru the drive thru, for breakfast. I like the Egg McMuffin meal, but that is about the only thing I'll eat off of their menu. My meal with a coke, ended up being wrong. They gave me a sausage biscuit and the coke was horrible. The line was so long, that I did not have time to wait, so I just threw it all away. I won't be coming back to this location.",0
"I ordered from uber eats, I didnt get any of my sauces, ( i ordered a 40 piece nugget. 2 large fries and a spicy mcchicken,) my fries were ice cold, my sauces non existent, and the food was mediocre I LITERALLY live blocks away MAYBE 3 blocks MAYBE.I Called st least 3 tomes trying to speak to a manager and it rang so long it went to voice mail at least 3 times if not 4. Worst McDonald's i have ever been to.",0
Absolutely terrible. This McDonald's had a worker bleeding and throwing up all over the food and when my mother politely asked them what was taking so long (we were in the drive thru like for 20-30 MINUTES) we were bad mouthed by the manager. I'm so angry this is unacceptable,0
I went to this store last night (Oct 28) and one of the managers visible from the drive thru window wasnt wearing his mask. Very unsafe,0
First off it took forever to get my food over 20 minutes of sitting in line. Then once I got home I realized my nuggets were old/ not even dropped into the fryer a second time ha to re heat them ha.  Also I was missing half my meal.,0
Every time I go here they are always missing food items or getting my order incorrect! Their employees including the gm has a terrible attitude and it shows.,0
No worries about the time difference between us and I just asking you about the fact you have any idea what,0
mess up my order made them redo it and they still mess up the order and then something was done to order cause I ended up getting food posiening from the order and do food my mom,0
I've came to this location on 3 different occasions. All three times I had to wait at least 10 minutes to get my food. I'm never coming here again.,0
Just came from the Lake Creek  Festival location! I will not go there again! They continue too mess up my order ! I took back the order and the  Manager was rude!,0
Staff is great   except for the Fat m,0
"When ice cream wasn't available I asked for 2 apple pies, I got 2 cherry pies...I don't eat cherry so that was useless",0
"Why is it everytime going to a McDonalds  they get ur order wrong?
Not once
But all the Fxxxing time excuse my french
Then on top they dont like u cause u ask for special request
What is the point of wanting something to eat if u cannt have like u want it
I guess we all forgatten who really we are working for
The customer",0
The worst customer service I퐒e ever experienced at any McD.  Because I had a small stack of napkins Eduardo t,0
Not a big deal but the guy at the window on drive through said there were more then 3 NBA sauces in the bag I said ok and went home. Got home and there was nothing in the bag. Just double check everything even of they say it there. Probably wont go back to that location again....,0
Does anyone ever expect to go there for the awesome food and beyond superior customer service? Nope. It's the only place with a decent sausage biscuit without having to drive to Carl JR's in cedar park.,0
"Ordered a Happy Meal, Large Fries, and Large Coke at the drive thru. Didn't get my receipt or change, large Sprite and no straw.",0
The last two times I went to this location the burgers were barely even warm when they were handed to me. I had to take them back because they were cool to the touch.,0
"THESE PEOPLE.. SO I ORDERED A HAPPY MEAL. MEANS YOU GET THE BOX  NOT A BAG. THEY ALWAYS GIVE ME THE BAGS. SO ONE DAY I SAW 4 ROWS OF BOXES. ASKED THEM FOR THE BOX AND THE PEOPLE MAGICALLY COULDN'T TALK. I CALLED CORPORATE. THE MANGER WRITES ME AN EMAIL SAYING THEY RAN OUT.
REALLY?? RALLY??? IF I COULD GIVE THIS PLACE NEGATIVE ZERO STARS I WOULD.",0
Completely ignored me when I was waiting for them to take my order at the register.,0
You guys messed up my order wish you would have told me you had apple pay i wasted twenty mins of my life to get my coffee and you put 3 creams instead of 3 sugars I hate you forever now lol,0
"Ordered a Big Mac. Got three pieces of bun, hamburger meat, and one slice of cheese. Whoever did that is just lazy. Come on. It",0
"If I could give this place a 0 star, I would. The workers are extremely rude",0
Chicken nuggets we're burnt and there was no salt on my fries. Quite disappointed.,0
Try to rush you while taking orders and not ringing order correctly.,0
"Horrible experience. They switched ordertakers halfway thru, got order wrong, over charged me, and still havent heard from anyone like i requested.",0
Employees don know there product. Was given something that could have put me in the hospital which ,0
Requested freshly brewed coffee. Was told there'd be a small wait & I gladly waited! Only to be served a HOT CUP OF SLUDGE,0
"Absolutely HATE coming here. Slow service, argumentative cashiers, abscent management, and generally an eff you attitude. But it's close and cheap. So meh... It'll make a turd.",0
"Don't go here, don't go here, don't go here.  This place is just a mess to keep it short.  Avoid the hastle",0
The customer in the drive thru was soooooo racist and he did not talked to us he was mean and ignored us.  He was in the first window in Saturday 30 2019 at 10:15 pm. ,0
DO YOU GUYS EVEN CHECK YOUR UBER EATS ORDERS??? WATING ON AN ORDER FOR 35 MIN ONLY TO HAVE IT CANCELLED. Order 0de77,0
Worst driver  thru ever missing items then the lady attitude was awe full !! Never coming back!!,0
They can,0
There food is always cold!!! When you ask for fresh  Fries they gife you the same fries ,0
"Worst McDonald's. ever when to pick up an order and the drivethru employee was in a terrible mood, was very unrespectful.",0
Milkshake machine not working again占쏙,0
Chicken sandwiches just lazily thrown together.  Looks really sloppy.  Have to take apart and line it all up and spread out the veggies.  Your typical McDonald's.,0
"Totally blew my order which was not only wrong, but cold as well.",0
Everytime even just for 1 item you will spend 10 min in drive thru and still wait another 10 just for your damn order,0
Food was cold. Taste like it had sat there for a while.  Very disappointed ,0
Not open 24 hours. Only the drive-thru. Dining room actually closes very early at 10pm. Pretty dirty location too.,0
Alma does not fit the proper image or the standards of a manager.  From hickey's to over excessive make up and unprofessionalism,0
Just got back from extremely long drive through. Cold fries and dry old nuggets. Whataburger is around the corner.,0
Had to wait 13 minutes for a sausage biscuit managers real rude ignoras at the front counter had to talk to her in Spanish for her to understand what I was talking about very poor service,0
this place has been smelling like a ports potty blew up inside. it's really nasty. food was cold and dry. this location doesn't seem to care.,0
Just got my food I got a number 2 lg I go to eat the burger and it was so pink in the middle fries were cold not a great experience,0
"Poor experience every single time, there's always something wrong one of their machines, ice cream, coffee makers, ..etc
Poor management .",0
"Terrible service, starred at the cashier for 5 min with no response. Decided to just go to whataburger next door",0
"Kept calling you forgot my fries in my order and the sauces for the 20 piece nuggets.
answer your phone. I'm coming back to get my money or fries.",0
They need to stop hiring so many   Spanish  ppl makes me Donald's look trashy & cheap.& ,0
"It would be okay if I could communicate with the people that work there
I suppose I am suppose to learn Spanish",0
This McDonalds gets a minus 10 from me.  The people plus the manager should all be fired.  They are VERY rude and the service is terrible. Sue,0
Ordered iced tea and got what tasted like water that was used to clean the coffee pot.  Yuck.,0
"It has been many years since I have gone into McDonald's, and this time was no different, I was there to drop off my Redbox rental.",0
"It could be so much more.

So much potential.

Such a great location.

Too bad their ingredients are so disgusting.",0
"Drive thru very slow, stop bye after work took about 20 minutes to get food and that's at 12:30 am .",0
This McD is just as bad as the W Parmer/McNeil location. The customer service here is lacking.,0
waited an hour to order with 6 cars,0
My order is most always incorrect from here when ordering from grub hub,0
That was the most dry and burnt burger I've ever had. Incompetent employees.,0
"Slow, ice cream machine always down, doesn",0
"Fries tasted like they were cooked in grease from 1946, nuggets horrible, ranch was old",0
Happy meal had molded breed and that corner is more than  obvious,0
Very bad service!!,0
Just isn't good food. Supersize Me just turned me off the whole chain.,0
